Id,SalePrice
2,127440.69199592475
4,252129.54814943802
6,187161.2585364639
7,217043.22866222565
17,213145.89880641416
18,316803.2334948485
22,191033.63424034245
27,117936.12636718628
31,114772.7357122291
36,159443.27786939553
39,308668.49332739436
40,237909.87921384478
42,304530.6643727907
46,196825.24361539408
53,188020.77417237495
58,184157.17033810713
61,310214.35933548433
72,217634.0378832767
79,119632.06260361188
80,212262.8277460597
82,166016.40100608647
83,116924.06536934129
85,145146.31874943868
88,126699.7889029323
92,267533.45620347606
93,259589.8119250545
95,216250.3993396834
102,176264.39830225272
103,187456.17731977548
106,236886.22805445493
107,187984.7135573708
110,208465.06678668666
114,202629.4449888567
116,185178.04885858294
117,170152.70754738498
118,141574.19027591657
125,160774.1250118306
126,132272.06813996946
127,124401.18244120284
128,178619.1289057395
134,133331.83649490948
135,143564.65747227485
137,224234.8909513927
143,135008.11960180273
147,131229.3212337975
148,155367.45454511704
150,107937.42945528324
156,123308.00406044893
157,122164.00227712691
159,139551.6267610183
161,274535.8513341039
167,138777.74976845772
170,130328.41992450884
171,93525.62661011727
175,100834.52324604645
179,134642.55419681146
181,121186.84187723757
186,222315.90054716344
193,207146.86880605324
194,95578.53727094422
206,122361.6964047909
208,188251.8435778615
210,152011.78939930093
211,164255.11048636283
212,117617.98827198282
214,125973.94631780198
215,147144.45362804172
217,130344.51228609274
222,125168.54509754482
227,138229.6563716068
228,161722.3755179862
233,212260.4938481739
235,125828.31963123145
238,131322.73339841436
241,176113.97312579892
252,204315.45294102578
253,197672.65523730638
256,132339.6147525666
257,132171.8753313583
258,198513.9789236013
259,199872.28517127072
261,164171.63967295317
263,113838.7236131033
266,224042.45482219997
267,239105.68338013254
270,158168.84973645362
271,227295.88813451678
276,116624.97470534255
285,135977.77942730763
288,72415.68168297912
289,154654.93487203534
290,121669.78454223895
291,153164.37850493076
292,129568.0414976624
293,202177.32547519938
294,195447.7213940619
295,170579.66976861111
304,144311.49773478796
322,319314.878993341
326,154186.48454320378
327,111810.18388834497
328,126277.05940167217
331,80766.70341938731
332,91432.18662897631
333,99911.54428218104
335,118545.64163470572
337,188531.6413252097
342,114972.33967474397
343,165452.26197983543
347,192275.14271055692
350,291668.97750337166
352,204268.35380281147
358,173834.83699436224
359,189650.60979308278
360,161703.43754567558
368,284880.65486715245
369,228368.68429884448
373,181296.17311984146
377,251951.66596811457
383,171481.923678209
386,240730.45564815353
387,233875.37235131592
390,155006.18228643737
391,168685.28087294832
395,157483.0814904719
397,123252.80041723397
398,104974.26331470333
401,104974.26331470333
404,132888.78620204763
408,121033.71735108373
409,149622.47767122212
410,175354.3441060796
418,131104.99487562006
422,352613.3060702353
427,337667.43947021186
431,340472.90768634924
433,361854.9752427534
437,322621.8143411444
438,271443.8602407979
442,315537.74159331806
447,211385.04435492275
459,308451.2571466833
460,281175.3396437039
464,207996.14929367445
465,199152.4232329946
467,187271.79479445124
468,191103.87564768104
474,185950.9039733485
480,207447.9203977039
481,201109.1307697856
483,202254.2961725588
488,190452.34732865967
492,187018.80415515593
494,175190.76127897113
499,277470.8097960538
500,260785.42565980728
501,260719.88895337115
503,238837.4056907036
506,220320.57654465246
508,249920.76833825992
511,243558.86369901785
515,226649.7108840755
519,211526.83806523544
521,256403.717890731
530,238620.74951851682
532,210711.50605624798
534,195480.07846149383
540,179045.65222952454
541,129356.13211162685
551,170193.23970528654
552,164583.2828225036
554,103350.19384003729
555,114027.78282095314
556,118374.5102389087
557,126148.55885178209
565,204310.9673856099
566,282957.9570200883
567,180156.11245942913
569,206674.91646687494
570,190316.39038292275
574,229254.0061638232
575,262781.690613064
576,207087.35338528195
577,216383.35507727784
578,226153.6787220118
583,214371.4295396008
584,233787.2465539693
585,150248.552984749
587,185100.16090262285
593,228510.46376506262
597,204347.2208450948
598,168256.57571932147
599,145867.1761398794
600,96968.24740729739
605,173996.4122696633
607,165695.25462936403
608,133844.75329544867
611,171986.37897433262
616,135648.48561603145
625,172467.15070145132
629,152943.03894872943
630,132328.9912697072
631,127179.87896212324
640,169707.57383210427
642,157585.13752886766
643,125375.96212045138
646,110580.79231230603
647,124936.05277986622
655,77865.48303722747
659,111927.76922023803
663,44944.676469343336
665,146485.70643415762
667,233475.08167949552
673,146667.57413087087
676,120792.78615052477
680,146047.02166181058
682,124199.81331914972
687,158697.8799218699
688,167449.1782536091
692,127939.35437391954
693,127000.9862550887
695,165240.08415825918
697,146350.26950597577
700,188292.07803942575
702,156768.84910258086
703,149789.75871923697
704,106855.41429726739
712,86819.78562946194
713,107132.98648753343
717,251018.78712072838
720,202187.243711801
721,79394.90673741588
726,177522.3926849563
733,109634.4467998966
736,120556.08642751205
738,131769.30992256477
741,147515.06481037353
743,46982.85046395537
745,107644.42413836974
750,170604.319814609
756,118062.61991211402
757,159916.83633990766
758,164407.08494161998
760,106572.17043797439
765,123354.63295920294
775,127298.26168682892
776,115417.76750498542
780,158298.13674052697
783,186344.53041421223
790,114979.01748587404
795,76490.19793935693
796,148781.5955875038
797,139969.33202301065
798,133044.4805421907
804,200060.30530182814
805,218978.57577262918
806,237867.63019327665
808,125894.810026213
814,162825.27047358706
818,288993.1044572883
821,292272.96616165154
822,308575.5133175071
825,256850.31961593675
827,216661.55239445786
830,198988.48340129698
834,204537.1674723473
835,192604.08140184183
842,128087.53315730303
845,212344.19428276623
852,209086.02784639457
857,105656.84388142018
858,142792.55336848632
859,105760.3373913715
860,132525.0267893718
861,128874.55338988442
864,250401.87931297702
868,216246.6226329279
869,225571.86769787956
872,259279.70748870663
873,188896.9530370588
885,129841.97949152824
890,130564.07460682039
895,92250.45403621928
899,81149.66368032308
906,118826.40946144963
918,141474.34324143518
923,121994.04115976451
925,118785.61711354004
927,119267.27521933414
932,176622.95976038926
933,132088.30915346582
934,179876.16125288757
942,112355.2441044611
947,251287.95368023694
948,264867.2906259835
951,122238.87360923775
957,213516.9654551114
958,310546.73380900704
959,243901.0623726908
963,178940.623684899
967,228456.3514914216
968,312447.6674086
971,132358.29673195706
972,185738.720621632
976,103624.83486078477
978,89246.06107259204
979,102422.7465299663
984,93238.13515827885
986,144311.6930111454
991,199295.86494476796
996,183852.70818708994
1001,253170.8946542812
1007,219281.86473838374
1008,198430.21033541663
1009,206553.6189914549
1014,153590.51277709214
1022,221701.59732265834
1024,179039.37450498407
1027,132679.68344337185
1030,151143.6841794145
1032,148543.9965842957
1035,142945.6531268533
1042,124951.03367358004
1047,154463.55762761054
1050,115050.8904516687
1055,268318.08798606193
1059,356534.2745573283
1061,346264.76823244256
1064,354355.0177072472
1077,212644.51787761634
1081,212252.48566387215
1092,196825.24361539408
1093,189482.47960542826
1095,200531.7830430181
1099,251179.02249554778
1101,264777.10279766907
1103,264598.7798377726
1109,232485.5136005918
1112,221239.77916794107
1113,236941.42198312876
1114,226616.52877151183
1116,233046.38949239033
1117,230607.75989502427
1119,255840.50810104667
1121,215919.29455490457
1122,226600.70643684603
1125,269983.370505746
1137,165943.85046864898
1142,202432.2764311838
1144,205035.8810240373
1145,217410.39336643397
1147,200213.7636590167
1148,197554.88607989898
1149,179169.27264586955
1150,125272.92767926822
1153,105341.88139855301
1154,112035.91519177312
1159,296091.4612895389
1161,202328.5640665451
1167,163499.31783285612
1171,258815.2105177954
1174,185794.3887150257
1188,177969.9937799984
1189,172155.08917051138
1191,146505.1099854902
1195,120736.47838494554
1199,197936.16256225418
1201,199729.089987409
1204,200106.35315133064
1211,145003.95604709015
1214,224910.3272630071
1219,139286.27748440008
1220,57781.48929599984
1227,181917.50234418237
1229,196006.06125862448
1231,124078.18770182176
1234,201508.9779781982
1235,111929.61041133205
1239,164507.06976596348
1240,152991.2136584521
1241,166881.70757685226
1246,115852.96918487729
1249,184516.83752348865
1250,135575.18168791194
1252,145057.77454053969
1259,190215.93205531174
1267,126078.0778729746
1269,105172.58443397707
1270,137218.9963004658
1272,110851.18721661184
1274,151065.5466572935
1276,141677.16973172151
1279,144684.42964679142
1281,178911.68453036866
1286,167585.981645889
1287,128987.15601952284
1290,79982.03627236406
1291,157507.60339190837
1297,169164.8755322508
1302,160932.33070062485
1303,44402.02200096325
1312,110880.77468198843
1315,125290.22804892075
1322,66184.0835435733
1327,101093.58622458603
1331,138807.20839369815
1333,130158.14238934044
1334,130300.36679823174
1336,111123.36685052977
1341,133890.5650271553
1344,81458.21525450301
1347,163346.70466775194
1348,178379.15203575577
1353,168587.10521656508
1355,128645.30181857645
1356,123773.41507098055
1357,175167.71492483487
1361,146617.89623895052
1364,125606.64416020199
1368,122258.80344241371
1369,100335.35783039365
1371,138935.10147418044
1373,120066.21584209238
1374,122165.54826876195
1387,121005.91609142299
1388,100783.24175697437
1392,138707.4818759612
1394,147835.62668556196
1406,148916.08586589023
1407,185158.88717472364
1408,124241.08807900894
1409,181490.03479479539
1411,147441.76284653516
1412,104074.025088325
1413,133524.22720453548
1414,130078.19458929147
1425,240799.43883271312
1430,174133.93690049928
1431,204273.70556696624
1435,203271.30346001923
1441,205137.0076241739
1444,221908.34773088287
1445,116919.19798858657
1446,120003.95973630031
1452,106484.79196103077
1453,102821.2719940341
1456,237307.30143255513
1457,236296.9708944714
1460,274099.76348926796
1463,253941.3247884126
1468,209379.65792125117
1471,193770.43187804322
1474,215488.92912887005
1475,187996.50940538888
1476,188328.44397858423
1478,228437.9963208867
1482,158168.84973645362
1483,158168.84973645362
1484,158168.84973645362
1485,161086.1176936035
1496,162245.73551327141
1497,148872.85013118183
1500,158992.87179936309
1506,144319.15231887094
1507,93640.74824573254
1509,115343.23527174332
1510,129955.03393728932
1513,118821.49750543252
1517,143512.83829326546
1518,172986.435336849
1523,172265.85794389187
1524,140179.51504556986
1526,162382.09279126598
1529,166368.66163499985
1531,164598.29524387722
1535,122155.75387874435
1536,143888.75382289395
1538,307078.5618108853
1540,226418.5699242864
1543,142089.65331211503
1545,113861.08650245151
1546,110486.26312273147
1557,78052.55835811113
1558,139853.32049184924
1559,67673.48481236349
1563,249220.4639395451
1568,143947.48424424249
1571,170671.36812611905
1578,170762.26061869302
1579,220238.20754498523
1584,239459.91602918025
1586,265983.6563801244
1604,104504.26416665831
1606,143217.75385191053
1610,175743.47351910424
1611,145565.15926069266
1618,172178.94083514108
1623,186080.63963607422
1624,204935.31917748676
1628,197553.9296625996
1633,236479.91949767995
1645,154011.65480266692
1649,224534.09774954664
1652,147367.82231963248
1653,179315.9108541817
1656,159964.5222746373
1662,170804.45866725838
1668,106509.77223566067
1670,110301.23285443215
1672,102490.41907587158
1673,153533.88768440095
1674,187121.99220426212
1677,130471.99914496264
1678,171958.08305865873
1679,130141.14622680013
1685,309677.0376597622
1692,359436.4634150339
1693,325482.6169786273
1696,352229.295209007
1709,305251.8580570918
1711,293163.21158222004
1717,188887.8681912763
1718,188887.8681912763
1721,225875.04459411476
1722,210450.4053715549
1725,303223.8930362057
1726,214776.74584183836
1730,187427.03505937822
1731,202551.4422173178
1733,181812.7102625053
1737,194403.75714175793
1746,214799.03106474562
1747,186886.8275159236
1748,196093.59748163543
1749,223366.7869209632
1760,180576.15916787472
1761,443085.2857051786
1762,287695.3384756269
1768,500625.90006922
1769,197613.9074027291
1770,263211.74207207933
1776,191667.70802363
1781,348053.16466289264
1785,282446.0524520088
1792,228479.10465333375
1798,264133.65291530476
1812,204286.77571280545
1814,204309.0595445633
1817,150983.8553793893
1818,158431.56259697015
1822,122197.65125832423
1823,120871.38056973548
1829,224383.94302448703
1838,219551.12625742072
1845,176264.39830225272
1851,192222.89646079842
1855,243821.32869608328
1856,167332.0496425401
1858,214598.64104105462
1865,210235.8519716196
1866,145201.76154869876
1867,171791.1532671573
1868,199936.07631173695
1876,131888.70842717495
1878,134249.76342922758
1879,144166.71162156784
1882,132945.80212071256
1883,120891.46817440559
1887,103311.3196450952
1895,150312.7472992992
1898,155131.65625402547
1904,54414.91894257421
1908,155024.3157849634
1917,147089.53715387496
1918,104977.61526086216
1920,124480.33427282938
1922,110097.8504278337
1923,135331.7121596616
1931,159790.79434784284
1935,121348.24913537229
1936,118349.30356102399
1939,111111.58195947252
1943,97984.10583161417
1944,133719.62551904432
1946,261653.63976223412
1952,120226.90331290197
1954,101735.87539432716
1958,123298.66374564741
1964,137022.8661245106
1966,133420.36227936114
1969,108414.44144853784
1977,86010.29701860686
1980,84114.92919873839
1984,108425.40440102393
1985,87127.90064065054
1988,109056.14893350599
1989,117644.16322372083
1991,154656.19535903045
1992,142102.3031694914
1997,141580.60414218853
1999,189791.82009416097
2003,113296.93485483137
2005,116673.39230224738
2010,117742.67382972506
2012,139579.42802067904
2016,124682.38096652535
2017,140447.48796972836
2022,183543.0781171544
2023,170148.84818063644
2035,166187.1575979891
2036,206591.80505977327
2040,112416.3311742383
2042,175115.20452780015
2043,93543.4284888619
2055,115928.01047871365
2056,121347.72771462894
2059,115268.95711637089
2064,121042.375796265
2066,208836.10645634372
2070,117556.56084463953
2071,91959.98622510614
2078,235270.4065242462
2080,166163.79211119842
2085,121418.43706097241
2089,121112.86242283731
2090,184181.66152807
2092,248980.6930713036
2094,272342.51836232666
2095,231666.1860301615
2098,327349.80585411796
2099,245597.2673055727
2103,242679.9993484228
2120,143299.5433898986
2122,178747.16518402903
2123,182215.4830221803
2134,211173.32490653996
2135,121830.78299599467
2136,123921.85676289555
2143,174378.05655258882
2145,261749.76209134696
2146,253732.1794519964
2148,203455.30070633162
2155,250747.04089052463
2156,245577.77144691674
2157,161086.1176936035
2159,222014.77359980968
2161,205490.39624071057
2164,194362.39864911293
2165,182987.43900548012
2169,120764.72470085596
2171,116525.51812380382
2180,161599.53468450025
2182,455481.9718965378
2184,107230.9026976768
